uniqueid,suffix,name,address,city,state,partner
59,a,43rd Street Apartments,4054 43rd Street,San Diego,CA,The Association for Community Housing Solutions
60,a,4697 Third Avenue,4697 Third Avenue,Bronx,NY,Bronx Pro Group
61,a,490 N Broad St,490 N Broad St,Philadelphia,PA,Tower Development Corp
62,a,54 South Commerce Way - 2019 Refi,54 South Commerce Way,Bethlehem,PA,Barak Zimmerman
63,a,5900 Eastern Ave,5900 S Eastern Ave,Commerce,CA,"3351 Drew Street, LLC, a California limited liability company  and Commerce Plaza, LLC, a California limited company, as Tenants in Common"
64,a,5995 Windward Parkway,5995 Windward Parkway,Alpharetta,GA,"Grubb Properties, Inc."
65,a,5th & Howard - South Market,912 Howard Street,San Francisco,CA,Tenderloin Neighborhood Development Corporation
66,a,60 Mansfield Road,60 Mansfield Road,New London,CT,"Mansfield Apartments, LLC"
67,a,600 Beta (Acquisition),600 Beta Dr,Mayfield Village,OH,"600 Beta Drive, LLC"
68,a,6204 New Cut Road Industrial,6204 New Cut Road,Louisville,KY,Main Street Realty
69,a,66 Ocean View (Country Club Apts),66 Ocean View Ave,Santa Barbara,CA,Whittier Trust
70,a,7422 Chapman Ave-Note B,7422 Chapman Avenue,Garden Grove,CA,LBA Realty
71,a,7742 S. Ada Street Apartments,7742 S. Ada Street,Chicago,IL,Mussa Omar Samhan
72,a,793-97 Garden Street HDFC,795 Garden Street,Bronx,NY,793-97 Garden Street HDFC
73,a,800 Clement/289 9th avenue,800 Clement Street; 289 9th avenue,San Francisco,CA,Chinatown CDC
74,a,810 Sycamore,810 Sycamore Street,Cincinnati,OH,"810 Sycamore Partners, LLC"
75,a,813 McDaniel - Modular,813 McDaniel,Houston,TX,Avenue Community Development Corporation
76,a,830 Kent Street,830 Kent Street,Durham ,NC,"City of Durham, Self-Help, Habitat"
77,a,848 S. 8th Street Building,848 S. 8th Street,Louisville,KY,Lichtefeld Development
78,a,8655 Production Avenue,8655 Production Avenue,San Diego,CA,"8655 Production Avenue, LLC"
79,a,8825 Wilshire,8825 Wilshire Blvd,Beverly Hills,CA,Dayan Investments
80,a,8900 Bellanca Ave,8900 Bellanca Avenue,Los Angeles,CA,"San Dimas Partners, LLC"
81,a,9100 Gratiot,9100 Gratiot,Detroit,MI,Detroit Catholic Pastoral Alliance
82,a,924 W Sugar Creek,924 W Sugar Creek,Charlotte,NC,Mosaic
83,a,924 W Sugar Creek,924 W Sugar Creek,Charlotte,NC,"Sugar Creek Housing, LLC"
84,a,935 S Summit Avenue,935 S. Summit Avenue,Charlotte,NC,Magnus Capital Partners
85,a,A Brush With Kindness,4352 Ray Avenue,New Orleans,LA,New Orleans Habitat for Humanity
86,a,A Brush With Kindness,4026 Clematis,New Orleans,LA,New Orleans Habitat for Humanity
87,a,A Brush With Kindness,1525 Lesseps,New Orleans,LA,New Orleans Habitat for Humanity
88,a,A Brush With Kindness,2936 Palmyra,New Orleans,LA,New Orleans Habitat for Humanity
89,a,A Brush With Kindness - Federal Home Loan Bank of Dallas SNAP/ Gulf Coast Bank and Trust,1319 Feliciana,New Orleans,LA,New Orleans Habitat for Humanity
90,a,A Brush With Kindness - Federal Home Loan Bank of Dallas SNAP/ Gulf Coast Bank and Trust,5241 Basinview,New Orleans,LA,New Orleans Habitat for Humanity
91,a,A Brush With Kindness - Federal Home Loan Bank of Dallas SNAP/ Gulf Coast Bank and Trust,1817 St. Ann,New Orleans,LA,New Orleans Habitat for Humanity
92,a,A Brush With Kindness - Federal Home Loan Bank of Dallas SNAP/ Gulf Coast Bank and Trust,3519 Eagle,New Orleans,LA,New Orleans Habitat for Humanity
93,a,AAFE East Village Homes,302 East 2nd Street,New York,NY,East Village Homes Owner LLC
94,a,Academy Terrace,6401 Academy Road NE,Albuquerque,NM,Comunidad Realty Partners
95,a,Addison Woods,1655 Gilmore Park Ave.,Columbus,OH,"Trabue & Wilson, LLC"
96,a,Advance Auto 2019 - Deal,7161 Market St.,Wilmington,NC,Tri-City
97,a,Afton Gardens Apartments (AHF),713 Hunt Avenue NW,Roanoke,VA,"AHF-Afton Gardens, LLC"
98,a,Agate Street Apartments,1318 Agate Street,Redondo Beach,CA,1318 Agate LLC
99,a,AIM Media Indiana,22 W. New Rd,Greenfield,IN,STNL Development
100,a,AIM Media Midwest,4500 Lyons Road,Miamisburg,OK,STNL Development
101,a,Airport Business Park,701-703 S. Gifford Avenue,San Bernardino,CA,S & D Associates
102,a,Airtech - 1000 Glengarry Drive,1000 Glengarry Drive,Louisville,KY,"Airtech United, LLC"
103,a,Alabama Section 8 Portfolio,101 Chalkville Manor Drive,Birmingham,AL,Marev Management
104,a,Alabama Section 8 Portfolio,5812 Ellington Street,Birmingham,AL,Marev Management
105,a,Alabama Section 8 Portfolio,175 Robinwood Drive,Alexander City,AL,Marev Management
106,a,Alabama Section 8 Portfolio,237 West 5th Avenue,York,AL,Marev Management
107,a,Alabama Section 8 Portfolio,23 Division Street,Bessemer,AL,Marev Management
108,a,Alabama Section 8 Portfolio,744 6th Street SW,Fayette,AL,Marev Management
109,a,Alabama Section 8 Portfolio,100 Dugan Avenue,Birmingham,AL,Marev Management
110,a,Alabama Section 8 Portfolio,Scattered,Multiple,AL,Marev Management
111,a,Albany Landings,5500 Bilberry Ln,Westerville,OH,Champion Real Estate Services
112,a,Algood Food Company,7401 Tradeport Drive,Louisville,KY,"Trade Port Partners, LLC"
113,a,AllenPas Apartments,92-100 N. Allen Avenue,Pasadena,CA,Terragreen Development
114,a,Alma,1102 Alma,Durham ,NC,"Self-Help, City of Durham, Duke University "
115,a,Alma,1104 Alma,Durham ,NC,
116,a,Alma,1106 Alma,Durham ,NC,
117,a,Aloft - Tampa Mezz Loan,100 West Kennedy Blvd,Tampa,FL,Pharos Hospitality
118,a,Aloft - Tampa Senior Loan,100 West Kennedy Blvd,Tampa,FL,Pharos Hospitality
119,a,Alpine Village,"3601 Alpine Drive,",Midland,MI,Nathan Ricks
120,a,Alpine Village,500 Shaffer Street,Terra Alta,WV,Alpine Village Apartments Limited Partnership
121,a,Alta Citizen at Patrick Henry,301 Continental Parkway,Newport News,VA,The Whitmore Company
122,a,Ambrose Apartments,1615 Montana Street,Los Angeles,CA,"Ambrose Apartments, L.P."
123,a,American Legion Post #139,3445 Washington Boulevard,Arlington,VA,APAH
124,a,Amsterdam Avenue,"2110 Amsterdam Ave, 2185 Amsterdam Ave, 2488 7th Ave, 2794 8th Ave",New York,NY,Community League of the Heights Inc.
125,a,Amsterdam Avenue Cluster ,2110 Amsterdam Ave,New York,NY,Community League of the Heights
126,a,Amsterdam Avenue Cluster ,2185 Amsterdam Ave,New York,NY,Community League of the Heights
127,a,Amsterdam Avenue Cluster ,2488-90 7th Avenue,New York,NY,Community League of the Heights
128,a,Amsterdam Avenue Cluster ,2794 8th Avenne,New York,NY,Community League of the Heights
129,a,Anchor Bay Townhomes,3926 Hermansau Drive,Saginaw,MI,Millennia Housing Companies
130,a,Anchor Bay Townhomes - Bridge,3926 Hermansau Drive,Saginaw,MI,Millennia Housing Companies
131,a,Arbor Lakes Medical,12000 Elm Creek,Maple Grove,MN,Town Center Partners LLP
132,a,Arcadia Apartments II,172 Harrison Street,Sandy,UT,Wasatch Residential Group
133,a,Armstrong Court Phase I New Construction,1 Armstrong Court,Greenwich,CT,The Housing Authority of the Town of Greenwich
134,a,Arroyo Village,3450 W 13th Ave.,Denver,CO,The Delores Project 
135,a,Ashby Green Apartments - Phase II,7616 Ashby Landings Drive,Louisville,KY,"Triumph Development Company, LLC"
136,a,Ashe,2504  Ashe,Durham ,NC,"Self-Help, City of Durham, Republic Services, Duke University "
137,a,Ashe,2018 Ashe,Durham ,NC,"Self-Help, NeighborWorks, City of Durham, Republic Services"
138,a,Ashe,2618 Ashe,Durham ,NC,"Self-Help, City of Durham, Duke University "
139,a,Aspen Park Apartments (2nd Supplemental),301 Malley Drive,Northglenn,CO,Oak Coast Properties
140,a,AT&T Building (Solon),6450 Davis Industrial Parkway,Solon,OH,Robert Fazio
141,a,Athens Medical consulting fee,340 North Milledge Ave,Athens,GA,"Bayrock AGA Athens, LLC"
142,a,Atlantic Crossing - Phase I,Northeast corner of Atlantic Avenue & US 1 North,Delray Beach,FL,Edwards Communities Development Company
143,a,Atlantic Palms,2510 Atlantic Palms Lane,Charleston,SC,Wrenn Development
144,a,Avaire (AKA Casino Lane) Supplemental,824 W. Casino Road,Everett,WA,"Casino-Westont Affordable Housing Partners, LLLP"
145,a,Avenue Place - Phase 10,"4319, 4326, 4202, 4206 Darter; 1034, 1038, 1031 Hillstar; 4334 Cetti, 4338 Cetti",Houston,TX,Avenue Community Development Corporation
146,a,Baker Roofing: Charlotte & Greensboro,4700 Nations Crossing Road,Charlotte,NC,"Industrial Village Road, LLC"
147,a,Barrister Court Apartments,1016 McGowan Street,Little Rock,AR,Sunset Property Solutions
148,a,Battery Park Lofts - Bridge,1250 W 75th ST,Cleveland,OH,Y.K Realife Real Estate
149,a,Bay Pointe Townhomes,52280 Rutherford Circle,Chesterfield,MI,Millennia Housing Companies
150,a,Bay Pointe Townhomes - Bridge,52280 Rutherford Circle,Chesterfield,MI,Millennia Housing Companies
151,a,Bayberry Place Townhomes Sup 2,2300 Deewood Drive,Columbus,OH,Ackermann Group
152,a,Beach Access fka Del Playa Apartments,6508 Del Playa Drive,Isla Vista,CA,"Blueberry 1031, LLC"
153,a,Beach Medical Office Building-Refi,17742 Beach Boulevard,Huntington Beach,CA,Greenglass Associates LLC
154,a,Beachcliff Apartments,22455 Lake Rd,Rocky River,OH,Gross Family
155,a,Beacon House Square,3549-3555 Old Frederick Road,Baltimore,MD,Project PLASE
156,a,Beacon Ridge,2003 State Street,Raleigh,NC,DHIC
157,a,Beacon Ridge,2003 State Street,Raleigh,NC,"DHIC, Inc."
158,a,Bedford Retail (Former Walmart),22209 Rockside Road,Bedford,OH,Industrial Commerce Ltd.
159,a,Bel Clare MHC Bridge,3210 Bel Clare Drive,Waite Park,MN,"Bel Clare MHP, LLC"
160,a,Bella Vida,1111 S Cimarron Rd,Las Vegas,NV,Next Wave Investors
161,a,Belle Place MHC,600 Saint Nazaire Road,Broussard,LA,Kris Hodges
162,a,Bennett Industrial Refi,1953-2005 Hammondville Road,Pompano Beach,FL,Five Star Capital Corporation
163,a,Bent Tree Apartments,8405 Bent Tree Road,Austin,TX,Housing Authority for the City of Austin
164,a,Bernal Gateway,3101 Mission St,San Francisco,CA,"Devine and Gong, Inc."
165,a,Best Western Plus-Spartanburg,125 Sloane Garden Road,Spartanburg,SC,"Palmetto State Hospitality, LLC"
166,a,Bingham Park,120 Bingham Drive,Charlotte,NC,Mosaic
167,a,Bingham Park,120 Bingham Drive,Charlotte,NC,"Bingham Park Housing, LLC"
168,a,Bitter Lake, 924 & 934 N 143rd Street,Seattle,WA,DESC 143 LLLP
169,a,Bitter Lake, 924 & 934 N 143rd Street,Seattle,WA,DESC 143 LLLP
170,a,Bitter Lake (BH), 912 & 916 N 143rd Street,Seattle,WA,Bellwether Housing
171,a,Black & Orange,"83 Scuppernong Way, Clayton, NC 27520 ; 42 Drop Seed Lane, Smithfield, NC 27577; 138 Balboa Parkway, Clayton, NC 27520; 53 Manito Place Clayton, NC 27520 ; 59 59 Golden Gate Parkway Clayton, NC 27520 ; 184 Honeybee Trace, Clayton, NC 27520; 124 Honeybee Trace, Clayton, NC 27520 ; 173 Carissa Drive, Smithfield, NC 27577 ; 105 Sloan Drive, Clayton, NC 27520 ; 120 W Webber Lane, Clayton, NC 27527 ; 213 E Webber Lane, Clayton, NC 27527 ; 236 Haywood Lane, Clayton, NC 27527 ; 29 Verrazano Place, Clayton, NC 27520 ; 101 Sloan Drive, Clayton, NC 27527; 104 Parkview Drive, Clayton, NC 27520; 133 Tarkenton Court, Clayton, NC 27527",Clayton,NC,RiverWild - Reid Smith
172,a,Bluebird Apartments,904 Rice St,Saint Paul,MN,"MPH Bluebird, LLC"
173,a,Bon Air,2501 N Apperson Way,Kokomo,IN,Kokomo MHC LLC
174,a,Bon Air - Assumption,2501 North Apperson Way,Kokomo,IN,The BoaVida Group
175,a,Bond Street 20,1970 & 1986 Medical Center Parkway,Murfreesboro,TN,Bond Street Advisors
176,a,Bond Street 20,2434 Nicholasville Road,Lexington,KY,Bond Street Advisors
177,a,Bond Street 21 2019 Loan,1225 Veterans Parkway,Clarksville,IN,Bond Street Advisors
178,a,Bond Street 21 2019 Loan,715 Louisville Rd,Alcoa,TN,Bond Street Advisors
179,a,Bond Street Fund 18,1120 & 1150 W. State of Franklin Rd and 3905 Lebanon Pike,Johnson City and Hermitage,TN,"Bond Street Fund 18, LLC"
180,a,Bond Street Fund 19,2011 Von Schilling Drive; 2051-2099 Sun Harbour View Blvd,Hampton;Suffolk,VA,"Bond Street Fund 19, LLC"
181,a,Boulder Creek Apartments (AHF),300 Furman Hall Road,Greenville,SC,"AHF-Boulder Creek, LLC"
182,a,Boulder Creek I,7601 W Boulder Creek Place,Sioux Falls,SD,"Boulder Creek Partners, L.L.C."
183,a,Boulder Creek II,7700 West Boulder Creek Place,Sioux Falls,SD,"Boulder Creek Partners II, L.L.C."
184,a,Bourgogne Bywater,2930 Burgundy Street,New Orleans,LA,Bourgogne Bywater LLC
185,a,Branch West Orange Jewel- Construction,1725 W Katella,Orange,CA,BWV W Katella LLC
186,a,Branch West Orange Jewel- Mezz/Equity,1725 W Katella,Orange,CA,"BWV Marble, LLC"
187,a,Brentwood Crossing (AHF),308 Brentwood Street,High Point,NC,"AHF-Brentwood Crossing, LLC"
188,a,Briarwood Square,7545 Katella Ave,Stanton,CA,A&M Properties Inc.
189,a,Bridge at Asher,10505 South IH-35,Austin,TX,AAHC - CDT Bridge at Asher LLC
190,a,Bridgewater at Town Center,507 Marcella Rd,Hampton,VA,Legacy Commcercial Capital
191,a,Brightwood Gardens,931 Longfellow St NW,Washington,DC,Mi Casa
192,a,Brittany Woods/Park Chase (AHF),1150 Old Statenville Road,Valdosta,GA,"AHF-Brittany Woods/Park Chase, LLC"
193,a,Broadway Townhomes,"625, 645, 669 Broadway Street",Brandenburg,KY,Redbud Rentals LLC
194,a,Broderick Tower,10 Witherell Street,Detroit,MI,"Witherell Woodward, LLC"
195,a,Brooks-Ontario Industrial Park,1440 & 1454 Brooks Street,Ontario,CA,Brooks-Ontario Industrial Park LP
196,a,Brynwood Apartments,105 Rebel Drive,Florence,KY,"Brynwood, LLC"
197,a,Bryson Square,24006 108th Place SE,Kent,WA,Bryson Square Limited Partnership
198,a,Buckeye Trails,10610 E. State Rte 762,Lockbourne,OH,Havenpark Capital
199,a,Buckhorn Village,814 Mill Alley,Newcomerstown,OH,"Testa Enterprises, Inc"
200,a,Buggyworks,390-400 W. Nationwide Blvd.,Columbus,OH,"400 West Nationwide Boulevard, LLC"
201,a,Burbank Terrace (2019),13930 Burbank Blvd,Los Angeles,CA,H&R Apartments L.P.
202,a,C & D Building-2019,51446 and 51810 Danview Technology Court,Shelby Township,MI,"C & D Building, LLC"
203,a,Cabrillo Business Park,5450-5490 Complex St,San Diego,CA,RREEF Management L.L.C. Deutsche Asset & Wealth Management
204,a,Cahuenga Village,3701 Cahuenga Blvd.,Studio City,CA,Goodrich Brothers Properties
205,a,Calabazas Community Apartments,3311 Kifer Road,Santa Clara,CA,Abode Services
206,a,Calhoun West,3028 & 3050 Ewing Avenue S and 3029 France Ave S,Minneapolis,MN,At Home Apartments
207,a,California Affordable Partners,"225 41st Street, Oakland, CA, 94611; 801 Tupper Street, Santa Rosa, CA, 95404; 90 Grandview Street, Santa Cruz, CA, 95060; 7252 Munson Way, Sacramento, CA, 95823; 5412 47th Ave, Sacramento, CA, 95824; 2088 W. La Loma Dr, Rancho Cordova, CA, 95670; 1101 Prospect Ave, Santa Rosa, CA, 95409","Scattered Site: 
",CA,"California Affordable Partners, LLC"
208,a,California Club,538 S Flower St,Los Angeles,CA,The California Club
209,a,Camino Town & Country,2213 - 2281 El Camino Real,Oceanside,CA,"Milan Real Estate Investments, LLC"
210,a,Canal Road Warehouse-Refinance,5535-5555 Canal Road,Valley View,OH,Steven Alex
211,a,Cane Run & Bridwell Apartments,4950 Cane Run Rd; 3311 Bridwell Dr,Louisville,KY,Noltemeyer Capital
212,a,Capital Towers,4808 Six Forks Road,Raleigh,NC,"DHIC, Inc."
213,a,Capital Towers,4808 Six Forks Road,Raleigh,NC,"DHIC, Inc."
214,a,Capital Towers,4808 Six Forks Road,Raleigh,NC,"DHIC, Inc."
215,a,Capstone Distribution(Rouse),2100 & 2120 Capstone Drive,Lexington,KY,"Capstone Group 2100, LLC"
216,a,Carlsbad Oaks North - Lot 4,2810 Caribou Court,Carlsbad,CA,"Victory Carlsbad Oaks Innovation Center, L.P."
217,a,CarMax,877 Brevard Road,Asheville,NC,Aston Properties
218,a,Carnaby Center,5929-5975 E Main St,Columbus,OH,W & D Davis Investment Co
219,a,Carriage Gate Refinance,833-859 Eastern Bypass,Richmond,KY,"Rouse Companies Carriage Gate, LLC"
220,a,Carriage House,3535 Derbyshire Drive,Columbus,OH,Millennia Housing Companies
221,a,Carriage House,3535 Derbyshire Drive,Columbus,OH,Millennia Housing Companies
222,a,Carrington Chase,6280 South Norcross-Tucker Rd,Gwinnett,GA,"WOP Carrington Chase, LLC"
223,a,Carrington Court,3800 Club Dr,Duluth,GA,"WOP Carrington Court, LLC"
224,a,Carson 7th St,10750 7th Street,Rancho Cucamonga,CA,Carson Estate Trust
225,a,Carson Bayport III Bldg 4,4311 Malone Drive,Pasadena,TX,The Carson Companies
226,a,Carson Curtiss Willard Bldgs,1651 Glenn Curtiss & 1550 - 1650 Charles Willard,Carson,CA,Carson Dominguez Properties
227,a,Carson Town Center,500 Carson Town Center,Carson,CA,Levy Affiliated Inc.
228,a,Casa de Oro Shopping Center - 2019,9817-9845 Campo Road,Spring Valley,CA,Collins/La Jolla Development
229,a,Casa del Sol,10966 W. Ratner St.,Los Angeles,CA,A Community of Friends
230,a,Cascade & Bradenton Portfolio,"130, 150 & 250 E Wilson Bridge; 5025 Bradenton Ave",Worthington; Dublin,OH,Amcor Holdings
231,a,Catalina Club Luxury Apartments,100 Catalina Lane,Pataskala,OH,Ackermann Group
232,a,Cayuga Place Assumption,131 E Green St,Ithaca,NY,HH Fund
233,a,CCLRC/ Developer Partnership Program,18416 Lakeshore Bl,Cleveland,OH,Cuyahoga County Land Bank
234,a,CCLRC/ Developer Partnership Program,15409 Parkgrove,Cleveland,OH,Cuyahoga County Land Bank
235,a,CCLRC/ Developer Partnership Program,16722 Grovewood,Cleveland,OH,Cuyahoga County Land Bank
236,a,CCLRC/ Developer Partnership Program,2460 Greenvale,Cleveland,OH,Cuyahoga County Land Bank
237,a,CCLRC/ Developer Partnership Program,13809 Earlwood,Cleveland,OH,Cuyahoga County Land Bank
238,a,CCLRC/ Developer Partnership Program,908 Stevenson,Cleveland,OH,Cuyahoga County Land Bank
239,a,CCLRC/ Developer Partnership Program,16010 Arcade,Cleveland,OH,Cuyahoga County Land Bank
240,a,CCLRC/ Developer Partnership Program,15314 Shiloh,Cleveland,OH,Cuyahoga County Land Bank
241,a,CCLRC/ Developer Partnership Program,1259 E 187,Cleveland,OH,Cuyahoga County Land Bank
242,a,CCLRC/ Developer Partnership Program,1309 E 188,Cleveland,OH,Cuyahoga County Land Bank
243,a,CCLRC/ Developer Partnership Program,1422 E 175,Cleveland,OH,Cuyahoga County Land Bank
244,a,CCLRC/ Developer Partnership Program,932 London,Cleveland,OH,Cuyahoga County Land Bank
245,a,CCLRC/ Developer Partnership Program,496 E 108,Cleveland,OH,Cuyahoga County Land Bank
246,a,CCLRC/ Developer Partnership Program,382 E 162,Cleveland,OH,Cuyahoga County Land Bank
247,a,CCLRC/ Developer Partnership Program,463 E 118,Cleveland,OH,Cuyahoga County Land Bank
248,a,CCLRC/ Developer Partnership Program,505 E 109,Cleveland,OH,Cuyahoga County Land Bank
249,a,CCLRC/ Developer Partnership Program,509 E 109,Cleveland,OH,Cuyahoga County Land Bank
250,a,CCLRC/ Developer Partnership Program,429 E 156,Cleveland,OH,Cuyahoga County Land Bank
251,a,Cedar Moor Apartments (AHF),2410 Melvid Court,Raleigh,NC,"AHF-Cedar Moor, LLC"
252,a,Cedar Ridge Apartments,7601 9th Ave,Port Arthur,TX,The ITEX Group
253,a,Centennial Village Bridge (SVN),1200 E State St,Camden,NJ,Tunic Group
254,a,Chagrin Riverwalk Residences East,38601 Mentor Avenue,Willoughby,OH,Vintage Development
255,a,Champion Club Apartments Supplemental,6751 Parkland Place,Florence,KY,"DMG Rentals 4, LLC"
256,a,Charing Cross Apartments,301 Cromwell Drive,Villa Ridge,MO,Neal Kalishman
257,a,Chariot Run Condominiums,5601 Chariot Run Drive,Louisville,KY,"Chariot Run, LLC"
258,a,Charlestown Crossing Apartments,5000 Charlestown Crossing Way,New Albany,IN,Phillips Properties Inc
259,a,Chasewood Gates,6100 Chasewood Parkway,Minnetonka,MN,"Chasewood Gates, LLC"
260,a,Chautauqua Park West,100 Liberty Hill Drive,Oakland,MD,Garrett County Maryland Community Action Committee
261,a,Chesapeake Apartments,2307 Cumberland Circle,Dunedin,FL,"Burton Carol Management, Inc."
262,a,Cheshire Commons,6430 W Sugar Creek Road,Charlotte,NC,CB Cheshire LLC & TO Cheshire LLC
263,a,Cheshire Place,3716 W WT Harris Boulevard,Charlotte,NC,Savera Investments
264,a,Chrin Commerce Center (Lot 29),2505 Hollo Road,Palmer Township,PA,"Chrin-Carson Development, LLC, a Pennsylvania LLC"
265,a,Chuy's Southport,4670 Southport Crossings Drive,Indianapolis,IN,BluRock Commercial Real Estate
266,a,City Pointe Apartments & Townhomes,401 Jeanette Benton Drive,Evansville,IN,"Zarris & Company, LLC"
267,a,City View Apartments,95 Kentucky Drive,Newport,KY,Zach Fugman
268,a,Cleveland State University- Union Bldg,1836 Euclid,Cleveland,OH,LDC James LLC
269,a,Clifton Properties,12203 Clifton Blvd,Lakewood,OH,Northlake Management
270,a,Clinton West,3007 Clinton Avenue,Cleveland,OH,"3007 Clinton Avenue, LLC"
271,a,Clydesdyale Parkway consulting fee,4330 Clydesdale Parkway,Loveland,CO,Bayrock Investment Co.
272,a,CMHDC Acquisition Line of Credit,225 W. Wacker Drive,Chicago,IL,Chicago Metropolitan Housing Development Corporation
273,a,College Glen,4870 55th Lane SE,Lacey,WA,"Shelter Resources, Inc."
274,a,College Glen,4870 55th Lane SE,Lacey,WA,"College Glen Affordable Housing Partners II, LLLP"
275,a,Colony Club Apartments and Townhomes,681 Turney Road,Bedford,OH,"Colony Club Apartment Community, LLC"
276,a,Colony Place,7809-7845 Colony Road,Charlotte,NC,Aston Properties
277,a,Columbia Heights Apts,3806-3816 NE Stinson Blvd,Columbia Heights,MN,"Lee Yan, Wen Wei , Aaron McDaniel"
278,a,Columbia Ventures - Predev LOC 2017,678 Edgewood Ave; 4800 Race Street,Atlanta,GA,Columbia Ventures
279,a,Columbia Ventures - Predev LOC 2017,678 Edgewood Ave; 4800 Race Street,Denver,CO,Columbia Ventures
280,a,Columbia Ventures - Predevelopment LOC,4800 Race Street,Denver,CO,Columbia Ventures
281,a,Columbus Commons,155 West Mills Street,Columbus,NC,Samco Properties
282,a,Columbus Plaza,250 West Mills Street,Columbus,NC,Samco Properties
283,a,Columbus Portfolio Hibernia Mallard Landing Timbercreek,"5680 Hibernia Dr,
2514 Mallards Landing
3264 Green Meadows St",Columbus,OH,Birge & Held Multi-Family
284,a,Connect SLO Apartments,950 Orcutt Road,San Luis Obispo,CA,Fuller Apartment Homes
285,a,Conner Shoppes,3065 North Bend Road,Hebron,KY,"Terra Firma DD, LLC"
286,a,Connery Place-Supplemental,8130 SE Mill Street,Portland,OR,"Connery Place Partners, LLC"
287,a,Continental Plaza,"401, 411, 433 Hackensack Ave",Hackensack,NJ,Galil Management
288,a,Copley Park Supplemental,7505 Worthington Galena Road,Columbus,OH,Champion Real Estate Services
289,a,Cornaga Commons,19-38 Cornaga Avenue,Far Rockaway,NY,Radiant Development
290,a,Coronado Springs Cottages,1400 SW 107th Street,Seattle,WA,BRIDGE Housing Corporation
291,a,Cottages at Indian Creek,"444 Jeff Rd, Northwest",Huntsville,AL,"Neighborhood Concepts, Inc."
292,a,Country Club Estates Supplemental - DMG,4011 Bramblewood Drive,Independence,KY,"DMG Rentals 13, LLC"
293,a,Country Village MHC - Assumption,913 Cottonwood Cir,Corsicana,TX,Stonetown Capital
294,a,Country Village Mobile Home Community,913 Cottonwood Circle,Corsicana,TX,Corsicana MHC LLC
295,a,Countrywood Apartment Homes,17700 SW Shaw Street,Beaverton,OR,Gravapple Countrywood LLC
296,a,Court Fairview MHC,833 High View Dr,Fenton,MO,"Court Fairview MHP LLC and Monterey Court Fairview, LLC"
297,a,Cozy Manufactured Home Community (DRS),1249 East McDevitt Avenue,Jackson,MI,Cozy Parklife LLC
298,a,CPAH Cedar Grove LP,812 NW Murray Blvd,Beaverton,OR,Community Partners for Affordable Housing
299,a,Crane Factory Flats,824 Broadway Street,Cincinnati,OH,Rookwood Properties
300,a,Creekside at Osgood II,4707 46th Street South,Fargo,ND,"45th Street Group Apartments #2, LLC"
301,a,Creekview Estates,400 N. Walnut Street,Greenville,MI,Creekview MHP LLC
302,a,Crescent Hill Apartments (AHF),108 Pineneedle Dr,Spartanburg,SC,"AHF-Crescent Hill, LLC"
303,a,Croatan Forest Apartments,25 Mustang Court,Havelock,NC,"PGP Croatan, LLC"
304,a,Croddy Way Industrial,2610 - 2612 Croddy Way,Santa Ana,CA,"Post Office Village, LP and Batavia Struck Business Park, L.P.."
305,a,Crosslake Expo Center,131 Crosslake Park Dr.,Mooresville,NC,PGP Crosslake Expo LLC & PGP Ashcroft Crosslake LLC
306,a,Crystal Court Apartments - Loan,6001 Bass Lake Rd,Crystal,MN,"Lee Yan, Wen Wei , Aaron McDaniel"
307,a,Crystal Creek Park Apartments,8101 Honeywood Trail,Port Arthur,TX,"Crystal Creek Park, LTD"
308,a,Dave Indy Refinances - Apache MHC,2400 Arroyo Drive,Durango,CO,Impact MHC
309,a,Deauville Apartments,8260 E. Ten Mile Road,Centerline,MI,"Deauville Apartments, LLC"
310,a,Decatur Downs,409 E. Edgar Bergan Blvd.,Decatur,MI,Woda Group
311,a,Deer Park & Apple Run Apartments,301 NW Williams Ave & 2403 NW 23rd St Building,Lawton,OK,MRE Capital
312,a,Deer Springs Village,6680-6770 N. Hualapai Way,Las Vegas,NV,"Laurich Properties, Inc."
313,a,Deercross Apartments,9210 Deercross Parkway,Cincinnati,OH,BRG Realty Group
314,a,Del Monte Manor,1466 Yosemite St,Seaside,CA,TerraCorp
315,a,Delmoor Apartments,3414 Telford Drive,Cincinnati,OH,Circle Center Properties
316,a,Denver Metro Village,1523 Quitman Street,Denver,CO,"MGL Partners, LLC"
317,a,Derby Run Apartments,6 Derby Drive,Hampton,VA,LEDIC Realty Company
318,a,Diane's House,2619 Bladensburg Road NE,Washington,DC,"Flaherty & Collins, Inc."
319,a,District at Tuttle Refi,4020 Cyber Avenue,Columbus,OH,Oakmont Realty
320,a,DMG - Carlisle Crossing,950 Dubois Road,Carlisle,OH,"DMG Rentals 2, LLC"
321,a,Doubletree Irvine Spectrum (Blend & Extend),90 Pacifica,Irvine,CA,Pacific Hospitality Group
322,a,Dr. Alice Moore Apts.,335 27th Street,West Palm Beach,FL,Carrfour
323,a,Dr. Alice Moore Apts.,335 27th Street,West Palm Bch ,FL,"Dr. Alice Moore Apts, LLLP"
324,a,Dr. Pepper Snapple (Refi),8400 Darrow Rd,Twinsburg,OH,"Keystone Sand, LLC"
325,a,Duckwood Square - 2019,1340 Duckwood Drive,Eagan,MN,Duckwood Square LLC
